,recon_loss,sindy_loss_ddx,sindy_loss_z,sindy_regular_loss,tot
0,0.13954889580939606,19.864383430237982,3.2294007619475105,4.971589364823262,0.14969227376399905
1,0.009523099665025807,18.646040363676228,0.479926256237516,4.923714510194815,0.01891935367588025
2,0.007361276742592929,18.18282250082417,0.16114146680019464,4.876643727539451,0.01650951200633482
3,0.006810539698667207,18.186398123479954,0.1293134337682633,4.829576209851891,0.0159585005396111
4,0.006387405293240289,18.17245294485882,0.10681388605457202,4.782506028558038,0.015526797930905773
5,0.006060201093364673,18.21090920563716,0.08742764993173302,4.73281595509523,0.01521735563636965
6,0.005811821707898074,18.223005568145947,0.06755189414901339,4.680839165001158,0.014973510952464714
7,0.005613616193128619,18.234319176643517,0.054504230654068814,4.62946263999696,0.014779796052700396
8,0.0054522402566756795,18.21412963624213,0.053603978068300875,4.57890805772915,0.01460777487676994
9,0.005293537862598896,18.23912280987782,0.059713650352446135,4.528523193043508,0.01446137060618894
10,0.005146493696293254,18.24794020926117,0.0712905124921328,4.477642429862053,0.014318805247260506
11,0.005008434811547683,18.243397876715203,0.07405300376711378,4.426521234451585,0.014178102100445965
12,0.0049021112536833545,18.258908915671572,0.08059553908789234,4.3757877866174,0.014079353772103786
13,0.0048024028504065645,18.269746622462183,0.08323780537410906,4.324726912626035,0.013984685763716698
14,0.004712875846441194,18.259580162680074,0.08773742165345295,4.273869083185864,0.01388979197782316
15,0.004619955467831367,18.231447578235795,0.08508509829355652,4.224360745423918,0.01378217758314245
16,0.0045302601762495604,18.25190969940963,0.09863099182961853,4.174437595780488,0.01370289141703753
17,0.004462407806971271,18.263823946570135,0.1005480110787662,4.123387540221974,0.0136405815293265
18,0.004383354714721631,18.247472100956426,0.10560655634209609,4.073166324834156,0.013553103111731779
19,0.004300626774858328,18.26061969805675,0.09951667271696837,4.024151199182887,0.013476154399193396
20,0.004239762289402116,18.27584012754404,0.11663428601470723,3.974045897745023,0.013423255004083656
21,0.004196460616840109,18.258519306304347,0.13068818445703026,3.9247212166998797,0.013371502304342902
22,0.004140007527616278,18.28151193242164,0.12369906249794231,3.875123386929749,0.01332570010333494
23,0.004097607799443849,18.27636507969753,0.13862245518026078,3.826017086672935,0.013280982038919713
24,0.004067846174962866,18.280386785033404,0.1385327564777842,3.776513292531299,0.013252731786364583
25,0.004079967870667672,18.23613002801397,0.1452414371120702,3.7267694746612743,0.013242563031091812
26,0.0040821134228449145,18.240830895247733,0.1692239351712974,3.6775197269050937,0.013247765713389132
27,0.004051667058270923,18.231789491738482,0.1598166247746747,3.6285821905561315,0.013211838930702893
28,0.00405892450955643,18.23439138861978,0.15931091182360982,3.5799348566942153,0.013219885528087616
29,0.004091199273896066,18.25138123627681,0.17603389024259938,3.530624860411237,0.013260998264856778
30,0.004074227772237864,18.252676611493346,0.15775567698915294,3.481241788074469,0.013243266707582838
31,0.00408796640854495,18.237259002248194,0.1834567235960702,3.4316768631054337,0.013250085976045982
32,0.004146188014086075,18.254374971814975,0.18898412478482648,3.381621705498665,0.013316641300679392
33,0.004160064624052993,18.249008804369883,0.21784471193696284,3.3332102663198095,0.013328793790832067
34,0.004197853954010613,18.244812455146935,0.25066835219693034,3.284469016797983,0.013365638661821177
35,0.004162244356361923,18.233889318575525,0.21966002910000504,3.2358497403989173,0.013322530972777278
36,0.00407734174714394,18.248344020479045,0.24741328199198293,3.187429728781342,0.01324575918780011
37,0.004032184386175055,18.28318250862656,0.28077964335205446,3.1394001101232636,0.013219209067570936
38,0.0040546899934293355,18.265298150906897,0.247872476507524,3.091515943502924,0.013230648182427428
39,0.004122962571597498,18.24505371045155,0.2602256901419846,3.043068279885942,0.013288931796552649
40,0.004152676534014427,18.277510527592554,0.26492622518425535,2.9936109743300516,0.013334614675563232
41,0.004201723433212395,18.27419124894841,0.2915240078689946,2.9445061516609923,0.013382840788905408
42,0.004103430858249687,18.2795435304095,0.2551405927652766,2.89654170935321,0.013284925507844254
43,0.004042520032080401,18.25075574741242,0.25594337673703577,2.8478967763815715,0.013209174464272845
44,0.003888150954405498,18.256460779032132,0.22422734984926357,2.7992313667467443,0.013055585431540088
45,0.0038123665448681564,18.23349399323676,0.2156570832820455,2.750517126860892,0.012967401996824392
46,0.0037462981477095064,18.259497812599133,0.23541215482126376,2.70238011809671,0.012914841887867375
47,0.0036789588659859387,18.22716771265504,0.23457311743953427,2.654295488527626,0.012830814750046488
48,0.0036206209711777937,18.235967453877638,0.22220996691353,2.6058351583541577,0.012775773906214222
49,0.0035465349514440746,18.253657784431603,0.21287608170395445,2.5573179995178417,0.012709581233845775
50,0.0034699742578468314,18.264532575182095,0.21169612675335756,2.5087913722748967,0.012637913671980618
51,0.003407731942927382,18.305977171393717,0.23784266844107088,2.460364303771098,0.012597216749979052
52,0.0033655740471948293,18.283757750395758,0.22864506298759182,2.4112382405882427,0.01254299792585669
53,0.0033334893571912863,18.24815044889025,0.26989952493814906,2.3624946585126745,0.012494684991895393
54,0.0032768791384259416,18.225104799695835,0.2400409516872494,2.3140834273806044,0.012424574844586622
55,0.0032322475594723492,18.278250329813382,0.30167425964858124,2.265947211320233,0.01240911640250569
56,0.003166770513590639,18.233388378361987,0.23662098701212816,2.2168101717712014,0.012317464218302897
57,0.003146374894745031,18.228139166619368,0.23867512520426398,2.1687292475609263,0.012294065925013867
58,0.003087269821483049,18.222025537187125,0.2361043759497108,2.119969021742511,0.012231287937967262
59,0.0031046736985445023,18.230372453191478,0.274018102390751,2.071917265084139,0.012254280477145295
60,0.0030445775201034015,18.186182495894705,0.29930929754190383,2.0228234726911896,0.012172862875518525
61,0.0030087869982146154,18.23173432441274,0.3430475066801545,1.9740699901702299,0.012161547656224412
62,0.0029984960869358034,18.21974666862731,0.3244191022340659,1.9253849406151256,0.012143844673350739
63,0.002989314560286084,18.18278586636683,0.314912284303243,1.881485507746411,0.012115268428234538
64,0.002926877403192839,18.188172862787916,0.4111025454891715,1.9034807150530968,0.012060554199822389
65,0.002907583002107823,18.20094849045869,0.40659053595202743,1.949404937446497,0.012047881218990322
66,0.0029227142830254736,18.15184351441207,0.5336059431551369,1.9876497900410064,0.012045193261876228
67,0.0029116653152118635,18.15474098351351,0.4861229578400873,1.993824431850652,0.012033280685164367
68,0.0029194408695504166,18.16674175991374,0.46709417480572013,1.9936907443271321,0.012046103804686646
69,0.002895598577121925,18.148765041569995,0.46722409100669204,1.9937641704158418,0.012013280307458844
70,0.0028825509080153172,18.16400117327453,0.4627659191276617,1.9946356586589935,0.012007636557908574
71,0.0028911525380625656,18.1767229517554,0.5888231031264469,1.9937921724501688,0.012028893503318927
72,0.002882248871799582,18.14894309924666,0.5845147415900686,1.992964997413052,0.012005876269262687
73,0.002833413777303449,18.18987671432981,0.5360592950111741,1.9925552492688416,0.011975081062098597
74,0.002865695074248086,18.192550586287382,0.5162632712133371,1.9932080765438687,0.012007716099974836
75,0.0028371170599155934,18.16703392441865,0.577944610054326,1.994003176689148,0.011969471836735489
76,0.002827814664501863,18.16998402783825,0.5904386426992477,1.9948898652556595,0.011962277939317712
