"Time (s)","Rotation x (rad/s)","Rotation y (rad/s)","Rotation z (rad/s)"
7.896878241E0,4.383592606E-1,-1.528416157E0,1.086773634E0
7.915792981E0,5.098283887E-1,-1.483213544E0,1.102044821E0
7.934707720E0,5.733565092E-1,-1.427626371E0,1.103877306E0
7.953622460E0,6.258893609E-1,-1.363487482E0,1.095325470E0
7.972537199E0,6.692595482E-1,-1.293239951E0,1.080054283E0
7.991451939E0,7.034669518E-1,-1.219938278E0,1.062950611E0
8.010366678E0,7.291225791E-1,-1.142971635E0,1.045235991E0
8.029281418E0,7.517238855E-1,-1.064172268E0,1.028743148E0
8.048196158E0,7.712710500E-1,-9.823187590E-1,1.012861133E0
8.067110897E0,7.908181548E-1,-8.980218172E-1,9.963682294E-1
8.086025637E0,8.073109984E-1,-8.057838678E-1,9.694909453E-1
8.104940376E0,8.158628941E-1,-7.001073360E-1,9.218448400E-1
8.123855116E0,8.183062673E-1,-5.901548266E-1,8.692356348E-1
8.142769803E0,8.183062673E-1,-4.814240038E-1,8.222004175E-1
8.161684595E0,8.121978045E-1,-3.702498078E-1,7.745543122E-1
8.180599335E0,7.969266176E-1,-2.590755820E-1,7.262973785E-1
8.199514074E0,7.743252516E-1,-1.503447890E-1,6.835380793E-1
8.218428762E0,7.456154227E-1,-4.581354558E-2,6.450546980E-1
8.237343501E0,7.114079595E-1,5.558710173E-2,6.084038615E-1
8.256258293E0,6.698703766E-1,1.557660550E-1,5.735855699E-1
8.275173033E0,6.246677041E-1,2.541124523E-1,5.375455618E-1
8.294087772E0,5.770215988E-1,3.500154912E-1,4.990622103E-1
8.313002460E0,5.257104039E-1,4.459185004E-1,4.556920528E-1
8.331917199E0,4.743992388E-1,5.393781066E-1,4.037700295E-1
8.350831991E0,4.230880737E-1,6.328377724E-1,3.451287150E-1
8.369746678E0,3.717769086E-1,7.244648337E-1,2.791571915E-1
8.388661418E0,3.204657435E-1,8.130376935E-1,2.070772201E-1
8.407576158E0,2.722088099E-1,8.979454637E-1,1.294996142E-1
8.426490897E0,2.270061076E-1,9.785773158E-1,4.947862774E-2
8.445405637E0,1.830251068E-1,1.052489877E0,-3.359659761E-2
8.464320428E0,1.402658075E-1,1.120293856E0,-1.160609797E-1
8.483235116E0,1.005607322E-1,1.181378603E0,-1.966928244E-1
8.502149856E0,6.268820167E-2,1.233911514E0,-2.742704153E-1
8.521064595E0,2.603736520E-2,1.279724956E0,-3.487937748E-1
8.539979335E0,-8.170082234E-3,1.317597508E0,-4.214846194E-1
8.558894074E0,-3.993413970E-2,1.348750710E0,-4.917320311E-1
8.577808814E0,-6.864395738E-2,1.371962905E0,-5.607577562E-1
8.596723553E0,-9.307785332E-2,1.389677525E0,-6.285618544E-1
8.615638345E0,-1.120141149E-1,1.401894450E0,-6.975875497E-1
8.634553033E0,-1.260636002E-1,1.408613801E0,-7.653915882E-1
8.653467772E0,-1.333937645E-1,1.411668062E0,-8.338065147E-1
8.672382512E0,-1.327829212E-1,1.408002973E0,-9.009997249E-1
8.691297251E0,-1.272853017E-1,1.397618532E0,-9.669712186E-1
8.710211991E0,-1.175117418E-1,1.381125689E0,-1.027445078E0
8.729126783E0,-1.034622565E-1,1.359135151E0,-1.083643079E0
8.748041522E0,-8.819106966E-2,1.329203606E0,-1.134343386E0
8.766956262E0,-7.291989028E-2,1.293774486E0,-1.175881028E0
8.785871001E0,-6.070294604E-2,1.250404358E0,-1.208255887E0
8.804785741E0,-5.215108395E-2,1.198482275E0,-1.232078910E0
8.823700481E0,-4.665346071E-2,1.139230132E0,-1.246739268E0
8.842615220E0,-4.359922186E-2,1.073258638E0,-1.253458619E0
8.861529960E0,-4.298837483E-2,1.000567794E0,-1.252847672E0
8.880444699E0,-4.543176666E-2,9.229902029E-1,-1.244295835E0
8.899359439E0,-5.154023692E-2,8.368607163E-1,-1.223527074E0
8.918274178E0,-6.681142002E-2,7.409577370E-1,-1.183822036E0
8.937188918E0,-8.208259940E-2,6.401679516E-1,-1.138008475E0
8.956103658E0,-8.941277117E-2,5.424323678E-1,-1.098303318E0
8.975018397E0,-9.307785332E-2,4.465293586E-1,-1.064095974E0
8.993933137E0,-9.368869662E-2,3.518480062E-1,-1.031110168E0
9.012847876E0,-9.002361447E-2,2.596100867E-1,-1.004232883E0
9.031762616E0,-8.758022636E-2,1.704263836E-1,-9.816315174E-1
9.050677356E0,-8.696937561E-2,8.185353130E-2,-9.578084946E-1
9.069592095E0,-9.002361447E-2,-6.719320081E-3,-9.309312105E-1
9.088506835E0,-9.979717433E-2,-9.842276573E-2,-8.979454637E-1
9.107421574E0,-1.175117418E-1,-1.937149316E-1,-8.527427912E-1
9.126336314E0,-1.407239437E-1,-2.938938737E-1,-7.941014171E-1
9.145251053E0,-1.663795263E-1,-3.989596069E-1,-7.226322889E-1
9.164165793E0,-1.944784969E-1,-5.064687133E-1,-6.377245188E-1
9.183080533E0,-2.213557810E-1,-6.164212227E-1,-5.430431962E-1
9.201995272E0,-2.421245873E-1,-7.257629037E-1,-4.398100376E-1
9.220910064E0,-2.555632293E-1,-8.326611519E-1,-3.323009014E-1
9.239824803E0,-2.604500055E-1,-9.340618253E-1,-2.241809368E-1
9.258739543E0,-2.555632293E-1,-1.028132319E0,-1.203369126E-1
9.277654283E0,-2.415137291E-1,-1.113650918E0,-2.199050039E-2
9.296569022E0,-2.207449228E-1,-1.188174248E0,6.963659078E-2
9.315483762E0,-1.932567954E-1,-1.252313256E0,1.527118087E-1
9.334398501E0,-1.627144367E-1,-1.307289481E0,2.290677279E-1
9.353313241E0,-1.321720779E-1,-1.353103042E0,2.999260128E-1
9.372227981E0,-1.016297117E-1,-1.390975595E0,3.689517379E-1
9.391142720E0,-6.986565888E-2,-1.421517968E0,4.379774928E-1
9.410057460E0,-3.626905754E-2,-1.447784305E0,5.082249045E-1
9.428972199E0,-2.290677221E-4,-1.469164014E0,5.803049207E-1
9.447886939E0,4.069769755E-2,-1.486878633E0,6.554391384E-1
9.466801678E0,8.834378421E-2,-1.498484731E0,7.299624681E-1
9.485716418E0,1.433200389E-1,-1.504593134E0,8.026533127E-1
9.504631158E0,2.044047713E-1,-1.502149820E0,8.710681796E-1
9.523545949E0,2.715979517E-1,-1.490543723E0,9.297859073E-1
9.542460637E0,3.430670798E-1,-1.466720581E0,9.768211246E-1
9.561375428E0,4.139253795E-1,-1.432513237E0,1.010417700E0
9.580290168E0,4.805077314E-1,-1.386088729E0,1.028743148E0
9.599204908E0,5.409815907E-1,-1.329890847E0,1.033629894E0
9.618119647E0,5.910710692E-1,-1.265751839E0,1.025688887E0
9.637034387E0,6.313869953E-1,-1.194893599E0,1.009806871E0
9.655949126E0,6.643727422E-1,-1.119759440E0,9.872055054E-1
9.674863866E0,6.888066530E-1,-1.040960073E0,9.621607661E-1
9.693778606E0,7.077429295E-1,-9.597173929E-1,9.383377433E-1
9.712693345E0,7.254574895E-1,-8.772529960E-1,9.138274789E-1
9.731608085E0,7.413395047E-1,-7.929561138E-1,8.918370008E-1
9.750522824E0,7.566106915E-1,-7.062157989E-1,8.686248064E-1
9.769437564E0,7.669950724E-1,-6.109235883E-1,8.338065147E-1
9.788352303E0,7.700493336E-1,-5.058578849E-1,7.843278646E-1
9.807267043E0,7.688276172E-1,-3.995704651E-1,7.354601026E-1
9.826181783E0,7.639408708E-1,-2.957264185E-1,6.920899153E-1
9.845096574E0,7.523347735E-1,-1.906607002E-1,6.474980712E-1
9.864011314E0,7.321767807E-1,-8.681666851E-2,6.047387719E-1
9.882926053E0,7.059103847E-1,1.404948719E-2,5.656445622E-1
9.901840793E0,6.741462946E-1,1.123958975E-1,5.302154422E-1
9.920755533E0,6.356629133E-1,2.076880634E-1,4.947862923E-1
9.939670272E0,5.935144424E-1,2.999260128E-1,4.587462842E-1
9.958585012E0,5.470900536E-1,3.909422457E-1,4.202629030E-1
9.977499751E0,4.994439781E-1,4.813476503E-1,3.775036037E-1
9.996414491E0,4.524087608E-1,5.686988235E-1,3.286358118E-1
